,true,pred
2141,3,0
2142,4,2
2143,3,0
2144,1,1
2145,3,2
2146,5,2
2147,2,2
2148,3,2
2149,3,2
2150,4,3
2151,5,0
2152,2,2
2153,2,2
2154,0,2
2155,1,0
2156,5,0
2157,5,2
2158,0,0
2159,2,0
2160,2,2
2161,3,1
2162,0,0
2163,3,4
2164,4,2
2165,0,0
2166,0,0
2167,1,2
2168,4,2
2169,0,0
2170,5,0
2171,1,1
2172,1,4
2173,3,0
2174,0,0
2175,0,4
2176,1,0
2177,2,0
2178,3,0
2179,3,3
2180,5,2
2181,2,0
2182,3,0
2183,2,0
2184,3,2
2185,3,2
2186,1,0
2187,4,0
2188,2,2
2189,2,1
2190,3,0
2191,5,2
2192,3,0
2193,3,0
2194,2,0
2195,3,0
2196,0,0
2197,0,1
2198,0,0
2199,1,0
2200,2,1
2201,2,2
2202,1,0
2203,1,0
2204,3,0
2205,3,5
2206,5,1
2207,5,0
2208,2,0
2209,3,2
2210,3,3
2211,0,0
2212,2,5
2213,2,0
2214,2,2
2215,1,2
2216,3,0
2217,2,0
2218,2,2
2219,1,1
2220,3,4
2221,1,0
2222,5,0
2223,4,3
2224,1,2
2225,3,2
2226,3,0
2227,3,1
2228,3,4
2229,3,1
2230,3,2
2231,3,1
2232,0,0
2233,0,0
2234,5,1
2235,3,2
2236,3,2
2237,2,0
2238,2,0
2239,2,1
2240,0,5
2241,0,0
2242,3,2
2243,3,4
2244,3,0
2245,3,0
2246,3,0
2247,1,0
2248,2,1
2249,3,3
2250,2,4
2251,3,0
2252,3,0
2253,3,1
2254,2,2
2255,3,4
2256,3,2
2257,4,0
2258,2,3
2259,5,1
2260,2,1
2261,3,3
2262,3,0
2263,0,4
2264,1,2
2265,3,0
2266,3,0
2267,3,1
2268,4,0
2269,5,0
2270,1,1
2271,3,2
2272,3,0
2273,0,1
2274,5,1
2275,0,0
2276,1,5
2277,4,0
2278,3,4
2279,1,2
2280,2,2
2281,3,2
2282,2,2
2283,0,0
2284,5,0
2285,4,0
2286,3,0
2287,5,2
2288,5,0
2289,3,4
2290,3,1
2291,2,2
2292,3,0
2293,0,4
2294,3,2
2295,5,2
2296,5,0
2297,4,0
2298,0,0
2299,5,0
2300,1,4
2301,5,2
2302,3,2
2303,3,1
2304,2,1
2305,2,2
2306,4,0
2307,3,2
2308,3,1
2309,3,2
2310,3,3
2311,2,3
2312,1,0
2313,3,2
2314,0,0
2315,1,0
2316,4,0
2317,3,2
2318,3,2
2319,3,0
2320,0,2
2321,3,1
2322,1,0
2323,3,0
2324,3,0
2325,2,3
2326,1,0
2327,3,2
2328,3,0
2329,3,4
2330,1,1
2331,3,0
2332,3,0
2333,2,2
2334,2,4
2335,1,1
2336,5,5
2337,3,2
2338,3,0
2339,3,0
2340,3,4
2341,3,0
2342,3,0
2343,3,1
2344,2,1
2345,2,2
2346,3,1
2347,0,0
2348,4,0
2349,0,2
2350,0,0
2351,4,4
2352,2,3
2353,2,0
2354,1,0
2355,3,2
2356,2,1
2357,1,1
2358,0,0
2359,3,3
2360,3,2
2361,5,0
2362,0,0
2363,2,0
2364,1,1
2365,2,2
2366,1,1
2367,1,1
2368,2,0
2369,4,4
2370,4,0
2371,2,0
2372,3,2
2373,0,1
2374,3,4
2375,4,0
2376,5,1
2377,5,2
2378,3,0
2379,3,2
2380,0,1
2381,2,0
2382,1,0
2383,2,2
2384,0,1
2385,3,2
2386,5,0
2387,3,0
2388,1,0
2389,3,3
2390,0,0
2391,3,4
2392,3,0
2393,3,1
2394,2,0
2395,0,0
2396,3,1
2397,0,0
2398,4,0
2399,3,0
2400,4,0
2401,3,0
2402,3,4
2403,1,5
2404,3,2
2405,0,0
2406,0,5
2407,3,0
2408,3,2
2409,5,2
2410,1,2
2411,0,0
2412,1,1
2413,3,1
2414,4,0
2415,3,0
2416,3,2
2417,1,5
2418,1,2
2419,1,0
2420,0,3
2421,3,4
2422,3,4
2423,3,0
2424,5,0
2425,4,4
2426,3,0
2427,1,2
2428,3,0
2429,3,2
2430,1,5
2431,3,4
2432,3,0
2433,2,0
2434,5,3
2435,3,4
2436,5,2
2437,3,5
2438,5,2
2439,2,0
2440,1,0
2441,3,4
2442,3,2
2443,3,0
2444,4,0
2445,2,0
2446,2,1
2447,5,2
2448,3,0
2449,2,0
2450,0,1
2451,1,2
2452,3,0
2453,1,0
2454,3,4
2455,3,0
2456,2,0
2457,2,0
2458,0,4
2459,3,1
2460,0,0
2461,3,0
2462,3,0
2463,1,1
2464,3,0
2465,4,2
2466,3,0
2467,3,2
2468,2,0
2469,5,4
2470,0,0
2471,3,0
2472,5,0
2473,1,2
2474,3,4
2475,4,2
2476,2,2
2477,3,2
2478,1,0
2479,4,3
2480,3,0
2481,4,2
2482,3,0
2483,1,0
2484,4,3
2485,3,3
2486,4,0
2487,5,1
2488,1,2
2489,0,0
2490,3,3
2491,4,0
2492,3,0
2493,1,0
2494,0,3
2495,0,4
2496,3,2
2497,1,2
2498,3,4
2499,4,1
2500,3,0
2501,0,2
2502,3,4
2503,3,0
2504,3,0
2505,1,1
2506,3,2
2507,3,0
2508,0,2
2509,3,0
2510,4,4
2511,4,0
2512,2,1
2513,3,2
2514,1,1
2515,1,1
2516,3,2
2517,4,0
2518,1,0
2519,1,1
2520,3,1
2521,1,1
2522,4,2
2523,1,3
2524,0,1
2525,4,2
2526,1,0
2527,1,1
2528,3,0
2529,3,2
2530,2,1
2531,1,2
2532,0,0
2533,4,0
2534,0,1
2535,1,2
2536,2,1
2537,5,0
2538,3,2
2539,1,1
2540,0,0
2541,4,0
2542,3,4
2543,3,4
2544,4,2
2545,3,3
2546,5,1
2547,3,0
2548,0,2
2549,5,2
2550,0,0
2551,4,3
2552,0,0
2553,1,1
2554,2,2
2555,2,0
2556,1,0
2557,1,2
2558,5,5
2559,3,1
2560,1,0
2561,0,0
2562,3,3
2563,4,2
2564,3,0
2565,1,0
2566,0,2
2567,3,0
2568,0,2
2569,3,4
2570,1,2
2571,3,2
2572,2,1
2573,3,2
2574,2,4
2575,4,0
2576,3,1
2577,5,0
2578,3,0
2579,3,2
2580,3,2
2581,1,2
2582,3,1
2583,3,0
2584,3,2
2585,5,5
2586,4,5
2587,1,0
2588,3,4
2589,1,0
2590,0,2
2591,1,2
2592,5,0
2593,3,4
2594,3,0
2595,0,0
2596,0,0
2597,2,0
2598,1,1
2599,3,0
2600,3,2
2601,0,0
2602,2,2
2603,2,2
2604,3,2
2605,3,0
2606,3,1
2607,2,1
2608,2,3
2609,3,2
2610,0,0
2611,0,2
2612,1,0
2613,0,0
2614,1,1
2615,3,2
2616,1,0
2617,5,0
2618,3,2
2619,2,0
2620,1,0
2621,3,0
2622,4,0
2623,3,0
2624,0,0
2625,3,0
2626,2,5
2627,4,1
2628,3,1
2629,0,1
2630,0,0
2631,5,2
2632,2,2
2633,2,1
2634,2,5
2635,2,0
2636,0,2
2637,3,0
2638,3,2
2639,2,1
2640,3,2
2641,3,0
2642,0,0
2643,2,0
2644,3,0
2645,3,3
2646,1,0
2647,5,0
2648,1,0
2649,3,2
2650,3,0
2651,1,0
2652,4,1
2653,3,0
2654,3,2
2655,3,0
2656,0,4
2657,5,0
2658,2,2
2659,3,4
2660,0,0
2661,2,2
2662,2,2
2663,1,1
2664,3,0
2665,2,0
2666,5,0
2667,2,0
2668,2,0
2669,4,2
2670,5,4
2671,0,2
2672,0,0
2673,5,2
2674,5,2
2675,3,0
2676,4,0
2677,4,4
2678,3,2
2679,0,0
2680,0,0
2681,2,0
2682,0,2
2683,3,2
2684,2,0
2685,0,0
2686,4,0
2687,1,1
2688,0,0
2689,3,2
2690,2,0
2691,0,0
2692,1,0
2693,3,4
2694,2,2
2695,2,1
2696,3,2
2697,5,1
2698,4,2
2699,5,2
2700,3,0
2701,3,4
2702,4,0
2703,5,2
2704,3,2
2705,3,2
2706,3,4
2707,3,2
2708,1,0
2709,1,0
2710,2,0
2711,0,3
2712,2,0
2713,4,0
2714,2,2
2715,2,1
2716,3,0
2717,2,1
2718,0,1
2719,3,2
2720,3,0
2721,4,2
2722,2,1
2723,0,0
2724,0,0
2725,2,2
2726,4,0
2727,1,0
2728,4,1
2729,2,4
2730,2,1
2731,3,1
2732,4,0
2733,3,0
2734,0,0
2735,3,3
2736,1,2
2737,5,0
2738,3,2
2739,3,2
2740,3,4
2741,3,0
2742,0,0
2743,4,2
2744,3,0
2745,1,1
2746,3,4
2747,1,5
2748,2,2
2749,0,0
2750,0,4
2751,0,0
2752,1,0
2753,3,2
2754,0,2
2755,2,4
2756,5,2
2757,5,0
2758,1,1
2759,0,0
2760,3,0
2761,3,2
2762,1,1
2763,2,0
2764,1,0
2765,3,2
2766,3,0
2767,2,0
2768,4,0
2769,5,4
2770,2,0
2771,0,2
2772,2,4
2773,2,2
2774,3,2
2775,3,4
2776,4,2
2777,4,1
2778,1,2
2779,3,2
2780,3,2
2781,4,4
2782,2,0
2783,3,0
2784,1,1
2785,1,2
2786,1,0
2787,3,1
2788,3,0
2789,0,0
2790,5,0
2791,0,0
2792,2,2
2793,0,2
2794,0,2
2795,0,0
2796,3,0
2797,3,0
2798,0,0
2799,3,0
2800,3,3
2801,0,0
2802,3,0
2803,4,1
2804,2,1
2805,4,2
2806,1,1
2807,2,4
2808,4,4
2809,2,2
2810,3,0
2811,3,1
2812,1,2
2813,5,2
2814,5,2
2815,3,0
2816,1,1
2817,3,0
2818,0,0
2819,2,0
2820,3,0
2821,5,5
2822,3,0
2823,2,0
2824,0,0
2825,3,5
2826,3,3
2827,3,0
2828,3,4
2829,0,0
2830,4,4
2831,1,1
2832,3,0
2833,3,1
2834,3,1
2835,3,0
2836,2,3
2837,1,2
2838,1,2
2839,2,0
2840,4,0
2841,0,0
2842,0,1
2843,4,0
2844,2,0
2845,2,5
2846,0,0
2847,1,0
2848,4,0
2849,4,0
2850,4,0
2851,3,2
2852,3,0
2853,1,2
2854,0,0
2855,1,1
2856,1,1
2857,4,2
2858,3,2
2859,1,2
2860,4,2
2861,3,0
2862,3,0
2863,3,3
2864,2,2
2865,4,4
2866,0,0
2867,3,2
2868,2,0
2869,4,0
2870,2,2
2871,0,2
2872,1,2
2873,3,1
2874,5,0
2875,2,2
2876,1,1
2877,0,2
2878,0,0
2879,3,1
2880,1,0
2881,3,0
2882,2,4
2883,3,0
2884,3,2
2885,3,0
2886,5,0
2887,1,0
2888,5,2
2889,0,2
2890,3,3
2891,3,3
2892,3,4
2893,2,0
2894,4,3
2895,2,0
2896,0,2
2897,2,2
2898,1,0
2899,3,0
2900,1,4
2901,2,1
2902,1,1
2903,3,0
2904,3,4
2905,5,2
2906,2,0
2907,3,0
2908,4,0
2909,3,0
2910,5,2
2911,3,2
2912,2,0
2913,3,4
2914,3,4
2915,4,0
2916,0,4
2917,4,2
2918,3,0
2919,3,1
2920,2,2
2921,2,2
2922,1,0
2923,1,0
2924,3,0
2925,2,1
2926,0,4
2927,2,2
2928,4,2
2929,3,0
2930,4,2
2931,4,0
2932,3,0
2933,3,2
2934,0,0
2935,0,0
2936,2,0
2937,3,2
2938,0,0
2939,1,0
2940,0,0
2941,0,1
2942,2,2
2943,3,4
2944,0,0
2945,4,0
2946,3,3
2947,0,0
2948,2,0
2949,1,0
2950,0,0
2951,2,0
2952,0,0
2953,4,0
2954,2,2
2955,4,0
2956,2,1
2957,2,2
2958,3,1
2959,2,5
2960,2,2
2961,1,0
2962,5,1
2963,0,0
2964,1,0
2965,0,3
2966,3,0
2967,3,0
2968,3,0
2969,3,0
2970,0,0
2971,2,5
2972,1,1
2973,4,0
2974,3,2
2975,4,2
2976,0,2
2977,4,0
2978,5,2
2979,3,2
2980,2,2
2981,5,0
2982,2,3
2983,4,2
2984,3,2
2985,0,0
2986,1,0
2987,3,1
2988,3,0
2989,3,4
2990,2,0
2991,2,1
2992,4,0
2993,3,2
2994,3,2
2995,3,2
2996,3,1
2997,3,0
2998,1,2
2999,3,2
3000,0,0
3001,3,2
3002,0,3
3003,3,0
3004,1,4
3005,4,2
3006,2,1
3007,5,2
3008,3,1
3009,3,3
3010,0,0
3011,3,2
3012,0,0
3013,2,2
3014,5,2
3015,1,0
3016,1,1
3017,3,2
3018,3,4
3019,3,1
3020,4,0
3021,3,2
3022,1,2
3023,2,2
3024,5,1
3025,1,1
3026,2,2
3027,0,0
3028,3,0
3029,4,0
3030,4,0
3031,3,2
3032,4,4
3033,3,2
3034,2,2
3035,5,2
3036,3,2
3037,0,0
3038,2,1
3039,3,3
3040,2,0
3041,0,0
3042,0,0
3043,0,0
3044,2,4
3045,2,4
3046,2,2
3047,3,0
3048,2,2
3049,4,1
3050,3,2
3051,2,2
3052,2,0
3053,4,2
3054,3,2
3055,3,3
3056,2,2
3057,2,0
3058,2,2
3059,2,5
3060,3,0
3061,5,0
3062,0,0
3063,2,0
3064,0,0
3065,5,4
3066,3,2
3067,3,4
3068,5,5
3069,0,3
3070,2,0
3071,1,0
3072,1,1
3073,2,2
3074,3,0
3075,3,2
3076,4,2
3077,1,2
3078,3,2
3079,0,0
3080,2,2
3081,1,1
3082,5,0
3083,3,5
3084,2,0
3085,0,2
3086,3,0
3087,3,2
3088,2,2
3089,0,2
3090,2,2
3091,5,2
3092,2,2
3093,1,4
3094,3,2
3095,2,5
3096,3,0
3097,1,4
3098,3,0
3099,1,1
3100,3,2
3101,3,0
3102,3,2
3103,3,0
3104,5,1
3105,0,2
3106,2,2
3107,3,2
3108,1,0
3109,3,0
3110,3,2
3111,3,0
3112,1,1
3113,2,0
3114,0,2
3115,0,1
3116,1,0
3117,3,0
3118,3,0
3119,1,2
3120,0,0
3121,3,4
3122,4,0
3123,1,2
3124,3,2
3125,3,0
3126,2,1
3127,0,4
3128,0,0
3129,1,1
3130,3,2
3131,4,0
3132,2,2
3133,2,2
3134,4,2
3135,5,1
3136,3,0
3137,2,4
3138,3,0
3139,2,1
3140,0,0
3141,3,2
3142,2,2
3143,4,2
3144,3,0
3145,5,2
3146,0,5
3147,3,1
3148,2,0
3149,1,4
3150,3,2
3151,3,2
3152,2,2
3153,3,2
3154,1,2
3155,1,4
3156,2,0
3157,4,2
3158,2,2
3159,3,2
3160,0,3
3161,0,0
3162,1,4
3163,2,2
3164,1,1
3165,3,0
3166,1,3
3167,0,3
3168,3,0
3169,5,2
3170,5,1
3171,4,4
3172,4,0
3173,1,0
3174,3,2
3175,5,0
3176,2,0
3177,0,0
3178,3,0
3179,1,2
3180,4,2
3181,0,3
3182,2,5
3183,2,2
3184,2,3
3185,0,0
3186,4,0
3187,0,0
3188,1,0
3189,3,0
3190,2,2
3191,1,2
3192,2,3
3193,2,1
3194,4,2
3195,0,3
3196,3,2
3197,1,2
3198,3,0
3199,2,2
3200,0,0
3201,1,4
3202,3,2
3203,0,0
3204,1,0
3205,5,2
3206,1,1
3207,4,0
3208,1,1
3209,5,1
3210,3,4
3211,5,0
3212,2,1
3213,3,0
3214,1,2
3215,5,0
3216,3,2
3217,5,2
3218,3,2
3219,3,2
3220,1,0
3221,5,5
3222,3,0
3223,3,4
3224,2,1
3225,3,1
3226,5,0
3227,3,0
3228,3,1
3229,5,1
3230,4,0
3231,3,4
3232,5,3
3233,3,1
3234,0,0
3235,3,5
3236,2,3
3237,1,1
3238,0,0
3239,3,0
3240,3,1
3241,1,0
3242,2,1
3243,3,0
3244,2,5
3245,1,0
3246,1,1
3247,1,0
3248,2,0
3249,5,2
3250,3,0
3251,0,0
3252,2,2
3253,5,0
3254,1,0
3255,1,2
3256,3,0
3257,4,4
3258,0,0
3259,4,4
3260,3,0
3261,4,4
3262,2,2
3263,3,1
3264,3,0
3265,5,0
3266,3,0
3267,3,4
3268,2,1
3269,2,0
3270,0,0
3271,3,2
3272,3,2
3273,3,0
3274,2,0
3275,3,4
3276,3,0
3277,0,0
3278,2,2
3279,3,2
3280,4,4
3281,3,1
3282,5,4
3283,0,0
3284,3,4
3285,4,1
3286,3,2
3287,3,3
3288,4,0
3289,4,0
3290,1,0
3291,0,1
3292,0,1
3293,5,2
3294,0,0
3295,0,0
3296,4,2
3297,3,0
3298,2,2
3299,3,0
3300,3,0
3301,0,0
3302,2,1
3303,0,1
3304,3,0
3305,2,0
3306,5,0
3307,5,4
3308,1,0
3309,5,1
3310,4,2
3311,3,0
3312,2,2
3313,3,1
3314,3,2
3315,3,0
3316,2,2
3317,2,0
3318,3,1
3319,3,2
3320,2,2
3321,2,1
3322,0,0
3323,5,2
3324,1,2
3325,2,1
3326,4,0
3327,1,1
3328,2,2
3329,4,3
3330,5,2
3331,2,2
3332,1,1
3333,0,0
3334,4,5
3335,3,2
3336,5,1
3337,3,0
3338,3,4
3339,0,0
3340,3,2
3341,3,3
3342,2,0
3343,3,1
3344,0,0
3345,3,3
3346,3,2
3347,3,4
3348,3,2
3349,2,4
3350,2,1
3351,0,0
3352,0,2
3353,3,2
3354,1,0
3355,1,2
3356,0,1
3357,4,2
3358,3,3
3359,0,0
3360,2,0
3361,0,0
3362,2,4
3363,3,2
3364,2,2
3365,4,2
3366,0,1
3367,0,4
3368,3,2
3369,3,0
3370,4,0
3371,4,2
3372,3,2
3373,3,1
3374,3,0
3375,1,2
3376,3,3
3377,4,0
3378,5,0
3379,1,0
3380,3,2
3381,1,1
3382,1,0
3383,3,0
3384,3,4
3385,1,1
3386,0,2
3387,3,1
3388,2,3
3389,2,2
3390,2,1
3391,2,1
3392,3,5
3393,3,0
3394,3,2
3395,3,1
3396,5,2
3397,4,3
3398,3,2
3399,1,0
3400,3,0
3401,5,0
3402,3,1
3403,2,0
3404,3,4
3405,4,0
3406,3,0
3407,5,0
3408,2,3
3409,0,0
3410,3,2
3411,3,2
3412,1,0
3413,5,5
3414,2,2
3415,2,2
3416,2,0
3417,1,0
3418,1,0
3419,0,2
3420,1,1
3421,4,0
3422,2,2
3423,2,0
3424,2,1
3425,1,0
3426,3,0
3427,3,0
3428,4,4
3429,4,0
3430,3,3
3431,2,2
3432,2,3
3433,2,0
3434,3,2
3435,2,0
3436,3,1
3437,0,0
3438,3,0
3439,1,0
3440,3,2
3441,5,2
3442,3,4
3443,1,2
3444,1,1
3445,0,0
3446,2,2
3447,2,2
3448,3,5
3449,1,0
3450,2,0
3451,1,1
3452,3,2
3453,1,1
3454,3,0
3455,3,4
3456,1,2
3457,3,2
3458,4,0
3459,3,0
3460,1,1
3461,5,0
3462,4,2
3463,3,4
3464,4,2
3465,1,0
3466,3,0
3467,3,2
3468,3,2
3469,1,0
3470,1,2
3471,5,2
3472,5,2
3473,4,2
3474,5,2
3475,0,3
3476,3,3
3477,3,0
3478,1,2
3479,3,2
3480,3,2
3481,3,1
3482,3,5
3483,3,3
3484,3,2
3485,3,2
3486,0,0
3487,5,1
3488,1,1
3489,0,0
3490,0,0
3491,1,2
3492,3,3
3493,1,4
3494,1,2
3495,1,5
3496,3,0
3497,1,1
3498,2,1
3499,3,0
3500,1,1
3501,3,3
3502,1,0
3503,3,2
3504,1,4
3505,5,2
3506,0,1
3507,3,2
3508,5,1
3509,3,2
3510,0,0
3511,1,1
3512,1,0
3513,2,2
3514,3,2
3515,3,2
3516,3,0
3517,3,0
3518,1,1
3519,1,0
3520,2,2
3521,1,1
3522,3,2
3523,4,4
3524,3,2
3525,3,1
3526,2,4
3527,4,0
3528,1,2
3529,3,2
3530,1,2
3531,3,3
3532,5,3
3533,4,2
3534,3,0
3535,4,3
3536,0,2
3537,2,2
3538,0,1
3539,2,2
3540,2,2
3541,1,0
3542,5,2
3543,3,0
3544,3,4
3545,3,4
3546,5,2
3547,3,0
3548,4,2
3549,0,4
3550,3,0
3551,2,2
3552,3,2
3553,3,2
3554,0,0
3555,3,0
3556,3,0
3557,5,0
3558,3,2
3559,3,0
3560,3,0
3561,0,0
3562,2,5
3563,0,0
3564,1,0
3565,0,0
3566,2,2
3567,1,0
3568,3,4
3569,3,2
3570,3,2
3571,3,2
3572,3,2
3573,3,4
3574,5,2
3575,1,1
3576,4,1
3577,3,3
3578,4,0
3579,3,2
3580,0,0
3581,5,0
3582,3,0
3583,3,2
3584,1,2
3585,3,3
3586,2,0
3587,5,2
3588,3,2
3589,1,0
3590,3,4
3591,3,1
3592,5,0
3593,3,2
3594,4,1
3595,3,4
3596,2,0
3597,3,2
3598,4,0
3599,3,3
3600,2,0
3601,1,0
3602,3,4
3603,3,0
3604,3,0
3605,2,1
3606,1,0
3607,1,0
3608,1,2
3609,0,0
3610,3,0
3611,4,1
3612,4,1
3613,2,3
3614,3,0
3615,0,0
3616,1,0
3617,5,2
3618,0,2
3619,1,0
3620,3,2
3621,3,0
3622,0,4
3623,0,0
3624,2,2
3625,3,0
3626,3,2
3627,3,0
3628,3,0
3629,4,0
3630,3,0
3631,3,0
3632,2,2
3633,2,0
3634,0,0
3635,4,2
3636,3,1
3637,2,0
3638,2,0
3639,2,0
3640,3,4
3641,2,2
3642,0,4
3643,1,1
3644,3,0
3645,2,3
3646,1,2
3647,1,1
3648,2,2
3649,4,0
3650,3,2
3651,5,2
3652,4,0
3653,0,0
3654,3,5
3655,3,4
3656,3,0
3657,0,0
3658,5,2
3659,2,2
3660,3,4
3661,2,0
3662,3,2
3663,3,3
3664,1,1
3665,3,1
3666,3,1
3667,0,0
3668,1,0
3669,2,2
3670,3,0
3671,0,2
3672,0,0
3673,3,2
3674,3,1
3675,2,0
3676,3,3
3677,0,0
3678,3,2
3679,3,2
3680,3,0
3681,2,2
3682,3,2
3683,0,0
3684,3,2
3685,0,0
3686,5,0
3687,1,2
3688,0,0
3689,3,0
3690,3,0
3691,0,5
3692,3,1
3693,4,0
3694,3,4
3695,2,1
3696,0,0
3697,2,1
3698,4,0
3699,5,1
3700,2,0
3701,1,1
3702,5,0
3703,3,3
3704,3,0
3705,3,2
3706,4,0
3707,3,1
3708,1,0
3709,2,0
3710,5,2
3711,1,0
3712,1,3
3713,2,0
3714,2,5
3715,0,0
3716,3,0
3717,2,0
3718,5,1
3719,5,0
3720,3,2
3721,0,4
3722,1,1
3723,3,2
3724,4,0
3725,3,4
3726,3,2
3727,2,0
3728,5,1
3729,0,1
3730,3,2
3731,3,0
3732,3,0
3733,3,0
3734,2,0
3735,3,2
3736,0,2
3737,3,1
3738,3,0
3739,3,0
3740,3,2
3741,4,0
3742,3,0
3743,4,4
3744,3,0
3745,3,0
3746,3,0
3747,4,1
3748,3,0
3749,4,0
3750,2,2
3751,4,2
3752,3,0
3753,3,3
3754,3,5
3755,0,0
3756,3,2
3757,1,2
3758,3,0
3759,0,1
3760,3,5
3761,4,2
3762,3,2
3763,2,0
3764,0,0
3765,5,0
3766,3,0
3767,4,1
3768,3,2
3769,3,0
3770,1,1
3771,2,1
3772,1,5
3773,0,0
3774,2,0
3775,3,2
3776,3,2
3777,2,0
3778,2,2
3779,3,0
3780,4,0
3781,3,0
3782,3,4
3783,2,2
3784,2,1
3785,1,4
3786,3,0
3787,3,2
3788,2,2
3789,3,4
3790,5,2
3791,2,2
3792,1,2
3793,1,0
3794,3,2
3795,2,1
3796,1,0
3797,2,2
3798,3,1
3799,0,2
3800,1,2
3801,4,2
3802,3,2
3803,4,2
3804,1,1
3805,0,1
3806,1,1
3807,3,4
3808,1,1
3809,4,1
3810,3,2
3811,4,1
3812,2,2
3813,3,2
3814,1,1
3815,4,0
3816,0,2
3817,3,4
3818,4,4
3819,3,3
3820,2,2
3821,3,0
3822,2,2
3823,1,2
3824,0,0
3825,1,0
3826,1,0
3827,4,0
3828,1,0
3829,4,0
3830,2,0
3831,2,0
3832,0,0
3833,3,0
3834,3,4
3835,3,0
3836,2,1
3837,3,0
3838,3,2
3839,4,4
3840,0,0
3841,3,0
3842,3,2
3843,3,0
3844,0,4
3845,4,4
3846,3,0
3847,4,0
3848,3,2
3849,2,2
3850,1,2
3851,5,2
3852,5,2
3853,4,2
3854,4,4
3855,3,5
3856,3,2
3857,3,2
3858,0,2
3859,5,0
3860,1,2
3861,3,2
3862,3,4
3863,3,2
3864,0,3
3865,2,2
3866,3,1
3867,0,0
3868,1,2
3869,1,1
3870,4,4
3871,0,0
3872,3,4
3873,3,1
3874,5,1
3875,5,2
3876,3,2
3877,1,1
3878,3,0
3879,4,1
3880,1,1
3881,3,2
3882,3,0
3883,4,2
3884,1,0
3885,3,0
3886,2,0
3887,0,2
3888,3,2
3889,2,2
3890,3,0
3891,3,0
3892,5,1
3893,2,4
3894,2,1
3895,2,5
3896,3,0
3897,2,0
3898,3,0
3899,3,0
3900,4,0
3901,3,0
3902,2,1
3903,1,0
3904,5,4
3905,1,2
3906,0,1
3907,5,2
3908,5,1
3909,4,1
3910,3,1
3911,3,0
3912,2,2
3913,4,2
3914,3,2
3915,3,0
3916,3,2
3917,2,0
3918,1,2
3919,3,1
3920,4,4
3921,3,0
3922,2,2
3923,2,0
3924,0,0
3925,5,0
3926,3,2
3927,3,0
3928,2,0
3929,1,4
3930,3,0
3931,3,1
3932,1,2
3933,2,2
3934,3,2
3935,2,0
3936,3,0
3937,1,2
3938,3,5
3939,5,2
3940,0,0
3941,5,0
3942,3,0
3943,3,0
3944,3,1
3945,5,2
3946,3,2
3947,3,0
3948,5,0
3949,3,0
3950,0,2
3951,0,0
3952,5,1
3953,1,0
3954,3,3
3955,4,4
3956,2,1
3957,1,0
3958,3,0
3959,2,1
3960,4,2
3961,3,2
3962,5,2
3963,3,4
3964,2,0
3965,2,2
3966,4,0
3967,3,2
3968,2,3
3969,3,2
3970,2,1
3971,2,0
3972,3,4
3973,1,2
3974,4,0
3975,3,3
3976,0,0
3977,3,0
3978,3,1
3979,1,4
3980,3,0
3981,2,0
3982,3,0
3983,3,0
3984,3,2
3985,3,0
3986,1,1
3987,3,2
3988,1,1
3989,3,1
3990,0,1
3991,2,2
3992,2,0
3993,0,0
3994,5,0
3995,2,0
3996,4,2
3997,5,0
3998,4,0
3999,2,0
4000,3,2
4001,0,0
4002,2,2
4003,3,4
4004,3,2
4005,2,2
4006,3,1
4007,4,0
4008,0,1
4009,0,1
4010,1,1
4011,0,2
4012,2,3
4013,3,0
4014,2,0
4015,1,1
4016,3,0
4017,3,0
4018,3,2
4019,1,2
4020,3,0
4021,4,2
4022,3,4
4023,1,1
4024,3,2
4025,3,0
4026,3,0
4027,2,1
4028,2,0
4029,2,2
4030,0,0
4031,4,0
4032,0,2
4033,0,2
4034,3,0
4035,2,1
4036,4,3
4037,0,0
4038,2,0
4039,1,3
4040,0,0
4041,3,0
4042,5,0
4043,5,1
4044,4,0
4045,5,4
4046,3,0
4047,3,0
4048,1,0
4049,3,2
4050,3,4
4051,3,0
4052,3,1
4053,1,2
4054,0,0
4055,4,0
4056,5,2
4057,1,0
4058,2,2
4059,3,4
4060,2,2
4061,3,2
4062,2,2
4063,3,5
4064,3,2
4065,1,2
4066,3,0
4067,0,0
4068,2,0
4069,2,0
4070,3,0
4071,2,2
4072,1,1
4073,3,0
4074,0,0
4075,1,1
4076,0,0
4077,1,2
4078,2,1
4079,2,1
4080,0,2
4081,4,4
4082,5,2
4083,2,0
4084,2,1
4085,3,4
4086,2,2
4087,0,1
4088,4,4
4089,1,0
4090,0,0
4091,2,2
4092,2,2
4093,3,0
4094,3,0
4095,0,0
4096,3,0
4097,0,2
4098,3,2
4099,4,4
4100,3,2
4101,3,1
4102,3,2
4103,0,0
4104,3,0
4105,5,2
4106,3,2
4107,0,0
4108,3,1
4109,1,2
4110,2,0
4111,0,4
4112,0,0
4113,3,0
4114,4,0
4115,3,4
4116,3,0
4117,3,0
4118,0,1
4119,1,1
4120,3,0
4121,2,2
4122,1,0
4123,1,2
4124,2,2
4125,3,0
4126,4,1
4127,3,5
4128,0,0
4129,5,2
4130,2,0
4131,4,0
4132,1,2
4133,5,2
4134,3,2
4135,1,4
4136,1,0
4137,2,2
4138,0,0
4139,4,2
