,true,pred
1919,tensor(3),tensor(2)
1920,tensor(5),tensor(2)
1921,tensor(3),tensor(0)
1922,tensor(4),tensor(2)
1923,tensor(0),tensor(1)
1924,tensor(3),tensor(0)
1925,tensor(2),tensor(1)
1926,tensor(1),tensor(0)
1927,tensor(4),tensor(2)
1928,tensor(3),tensor(0)
1929,tensor(0),tensor(2)
1930,tensor(2),tensor(0)
1931,tensor(0),tensor(0)
1932,tensor(5),tensor(2)
1933,tensor(4),tensor(0)
1934,tensor(3),tensor(5)
1935,tensor(0),tensor(5)
1936,tensor(2),tensor(0)
1937,tensor(3),tensor(0)
1938,tensor(2),tensor(0)
1939,tensor(1),tensor(2)
1940,tensor(1),tensor(0)
1941,tensor(5),tensor(1)
1942,tensor(1),tensor(0)
1943,tensor(0),tensor(0)
1944,tensor(3),tensor(0)
1945,tensor(2),tensor(2)
1946,tensor(2),tensor(3)
1947,tensor(4),tensor(0)
1948,tensor(0),tensor(2)
1949,tensor(0),tensor(0)
1950,tensor(0),tensor(3)
1951,tensor(3),tensor(2)
1952,tensor(1),tensor(0)
1953,tensor(0),tensor(1)
1954,tensor(3),tensor(4)
1955,tensor(0),tensor(2)
1956,tensor(5),tensor(0)
1957,tensor(3),tensor(4)
1958,tensor(4),tensor(0)
1959,tensor(3),tensor(2)
1960,tensor(0),tensor(2)
1961,tensor(5),tensor(0)
1962,tensor(1),tensor(0)
1963,tensor(1),tensor(1)
1964,tensor(4),tensor(2)
1965,tensor(1),tensor(2)
1966,tensor(3),tensor(4)
1967,tensor(3),tensor(5)
1968,tensor(0),tensor(0)
1969,tensor(3),tensor(3)
1970,tensor(1),tensor(0)
1971,tensor(4),tensor(0)
1972,tensor(1),tensor(1)
1973,tensor(3),tensor(2)
1974,tensor(2),tensor(0)
1975,tensor(2),tensor(2)
1976,tensor(2),tensor(0)
1977,tensor(3),tensor(4)
1978,tensor(0),tensor(2)
1979,tensor(2),tensor(2)
1980,tensor(1),tensor(1)
1981,tensor(5),tensor(2)
1982,tensor(3),tensor(2)
1983,tensor(0),tensor(2)
1984,tensor(3),tensor(0)
1985,tensor(2),tensor(0)
1986,tensor(3),tensor(3)
1987,tensor(0),tensor(0)
1988,tensor(1),tensor(2)
1989,tensor(3),tensor(0)
1990,tensor(5),tensor(2)
1991,tensor(3),tensor(0)
1992,tensor(3),tensor(2)
1993,tensor(0),tensor(0)
1994,tensor(4),tensor(0)
1995,tensor(3),tensor(2)
1996,tensor(3),tensor(1)
1997,tensor(3),tensor(4)
1998,tensor(2),tensor(1)
1999,tensor(0),tensor(2)
2000,tensor(4),tensor(0)
2001,tensor(3),tensor(0)
2002,tensor(4),tensor(1)
2003,tensor(5),tensor(0)
2004,tensor(3),tensor(0)
2005,tensor(3),tensor(0)
2006,tensor(3),tensor(2)
2007,tensor(2),tensor(0)
2008,tensor(0),tensor(0)
2009,tensor(1),tensor(5)
2010,tensor(2),tensor(2)
2011,tensor(3),tensor(1)
2012,tensor(1),tensor(0)
2013,tensor(2),tensor(2)
2014,tensor(3),tensor(2)
2015,tensor(3),tensor(4)
2016,tensor(2),tensor(2)
2017,tensor(2),tensor(2)
2018,tensor(2),tensor(3)
2019,tensor(0),tensor(0)
2020,tensor(5),tensor(0)
2021,tensor(3),tensor(0)
2022,tensor(3),tensor(2)
2023,tensor(4),tensor(2)
2024,tensor(1),tensor(0)
2025,tensor(5),tensor(2)
2026,tensor(3),tensor(4)
2027,tensor(4),tensor(2)
2028,tensor(1),tensor(1)
2029,tensor(0),tensor(1)
2030,tensor(5),tensor(2)
2031,tensor(3),tensor(1)
2032,tensor(3),tensor(0)
2033,tensor(2),tensor(2)
2034,tensor(3),tensor(0)
2035,tensor(0),tensor(0)
2036,tensor(3),tensor(0)
2037,tensor(3),tensor(0)
2038,tensor(0),tensor(0)
2039,tensor(1),tensor(1)
2040,tensor(1),tensor(0)
2041,tensor(0),tensor(0)
2042,tensor(1),tensor(0)
2043,tensor(3),tensor(2)
2044,tensor(3),tensor(0)
2045,tensor(1),tensor(0)
2046,tensor(2),tensor(1)
2047,tensor(2),tensor(2)
2048,tensor(2),tensor(2)
2049,tensor(3),tensor(0)
2050,tensor(1),tensor(0)
2051,tensor(0),tensor(4)
2052,tensor(3),tensor(4)
2053,tensor(3),tensor(0)
2054,tensor(3),tensor(2)
2055,tensor(4),tensor(2)
2056,tensor(0),tensor(0)
2057,tensor(3),tensor(3)
2058,tensor(3),tensor(2)
2059,tensor(0),tensor(1)
2060,tensor(0),tensor(2)
2061,tensor(3),tensor(3)
2062,tensor(2),tensor(0)
2063,tensor(3),tensor(1)
2064,tensor(2),tensor(0)
2065,tensor(3),tensor(0)
2066,tensor(0),tensor(2)
2067,tensor(3),tensor(0)
2068,tensor(1),tensor(0)
2069,tensor(3),tensor(4)
2070,tensor(1),tensor(2)
2071,tensor(3),tensor(0)
2072,tensor(0),tensor(2)
2073,tensor(0),tensor(0)
2074,tensor(4),tensor(0)
2075,tensor(5),tensor(1)
2076,tensor(3),tensor(0)
2077,tensor(4),tensor(1)
2078,tensor(1),tensor(1)
2079,tensor(0),tensor(2)
2080,tensor(4),tensor(2)
2081,tensor(1),tensor(2)
2082,tensor(3),tensor(0)
2083,tensor(3),tensor(0)
2084,tensor(0),tensor(0)
2085,tensor(2),tensor(2)
2086,tensor(4),tensor(0)
2087,tensor(1),tensor(1)
2088,tensor(1),tensor(1)
2089,tensor(3),tensor(3)
2090,tensor(3),tensor(2)
2091,tensor(5),tensor(0)
2092,tensor(3),tensor(2)
2093,tensor(2),tensor(0)
2094,tensor(3),tensor(4)
2095,tensor(2),tensor(4)
2096,tensor(3),tensor(0)
2097,tensor(4),tensor(4)
2098,tensor(0),tensor(2)
2099,tensor(3),tensor(1)
2100,tensor(0),tensor(4)
2101,tensor(3),tensor(0)
2102,tensor(4),tensor(2)
2103,tensor(3),tensor(0)
2104,tensor(2),tensor(1)
2105,tensor(1),tensor(1)
2106,tensor(3),tensor(2)
2107,tensor(3),tensor(4)
2108,tensor(0),tensor(2)
2109,tensor(3),tensor(2)
2110,tensor(2),tensor(0)
2111,tensor(5),tensor(3)
2112,tensor(0),tensor(5)
2113,tensor(3),tensor(1)
2114,tensor(3),tensor(0)
2115,tensor(3),tensor(2)
2116,tensor(0),tensor(0)
2117,tensor(2),tensor(1)
2118,tensor(3),tensor(0)
2119,tensor(1),tensor(0)
2120,tensor(2),tensor(0)
2121,tensor(5),tensor(0)
2122,tensor(3),tensor(0)
2123,tensor(2),tensor(1)
2124,tensor(3),tensor(0)
2125,tensor(3),tensor(0)
2126,tensor(5),tensor(2)
2127,tensor(1),tensor(1)
2128,tensor(2),tensor(4)
2129,tensor(3),tensor(2)
2130,tensor(3),tensor(0)
2131,tensor(5),tensor(5)
2132,tensor(3),tensor(1)
2133,tensor(0),tensor(0)
2134,tensor(2),tensor(4)
2135,tensor(0),tensor(0)
2136,tensor(3),tensor(2)
2137,tensor(2),tensor(1)
2138,tensor(3),tensor(2)
2139,tensor(3),tensor(4)
2140,tensor(4),tensor(2)
2141,tensor(3),tensor(0)
2142,tensor(4),tensor(2)
2143,tensor(3),tensor(0)
2144,tensor(1),tensor(1)
2145,tensor(3),tensor(2)
2146,tensor(5),tensor(2)
2147,tensor(2),tensor(2)
2148,tensor(3),tensor(2)
2149,tensor(3),tensor(2)
2150,tensor(4),tensor(3)
2151,tensor(5),tensor(0)
2152,tensor(2),tensor(2)
2153,tensor(2),tensor(2)
2154,tensor(0),tensor(2)
2155,tensor(1),tensor(0)
2156,tensor(5),tensor(0)
2157,tensor(5),tensor(2)
2158,tensor(0),tensor(0)
2159,tensor(2),tensor(0)
2160,tensor(2),tensor(2)
2161,tensor(3),tensor(1)
2162,tensor(0),tensor(0)
2163,tensor(3),tensor(4)
2164,tensor(4),tensor(2)
2165,tensor(0),tensor(0)
2166,tensor(0),tensor(0)
2167,tensor(1),tensor(2)
2168,tensor(4),tensor(2)
2169,tensor(0),tensor(0)
2170,tensor(5),tensor(0)
2171,tensor(1),tensor(1)
2172,tensor(1),tensor(4)
2173,tensor(3),tensor(0)
2174,tensor(0),tensor(0)
2175,tensor(0),tensor(4)
2176,tensor(1),tensor(0)
2177,tensor(2),tensor(0)
2178,tensor(3),tensor(0)
2179,tensor(3),tensor(3)
2180,tensor(5),tensor(2)
2181,tensor(2),tensor(0)
2182,tensor(3),tensor(0)
2183,tensor(2),tensor(0)
2184,tensor(3),tensor(2)
2185,tensor(3),tensor(2)
2186,tensor(1),tensor(0)
2187,tensor(4),tensor(0)
2188,tensor(2),tensor(2)
2189,tensor(2),tensor(1)
2190,tensor(3),tensor(0)
2191,tensor(5),tensor(2)
2192,tensor(3),tensor(0)
2193,tensor(3),tensor(0)
2194,tensor(2),tensor(0)
2195,tensor(3),tensor(0)
2196,tensor(0),tensor(0)
2197,tensor(0),tensor(1)
2198,tensor(0),tensor(0)
2199,tensor(1),tensor(0)
2200,tensor(2),tensor(1)
2201,tensor(2),tensor(2)
2202,tensor(1),tensor(0)
2203,tensor(1),tensor(0)
2204,tensor(3),tensor(0)
2205,tensor(3),tensor(5)
2206,tensor(5),tensor(1)
2207,tensor(5),tensor(0)
2208,tensor(2),tensor(0)
2209,tensor(3),tensor(2)
2210,tensor(3),tensor(3)
2211,tensor(0),tensor(0)
2212,tensor(2),tensor(5)
2213,tensor(2),tensor(0)
2214,tensor(2),tensor(2)
2215,tensor(1),tensor(2)
2216,tensor(3),tensor(0)
2217,tensor(2),tensor(0)
2218,tensor(2),tensor(2)
2219,tensor(1),tensor(1)
2220,tensor(3),tensor(4)
2221,tensor(1),tensor(0)
2222,tensor(5),tensor(0)
2223,tensor(4),tensor(3)
2224,tensor(1),tensor(2)
2225,tensor(3),tensor(2)
2226,tensor(3),tensor(0)
2227,tensor(3),tensor(1)
2228,tensor(3),tensor(4)
2229,tensor(3),tensor(1)
2230,tensor(3),tensor(2)
2231,tensor(3),tensor(1)
2232,tensor(0),tensor(0)
2233,tensor(0),tensor(0)
2234,tensor(5),tensor(1)
2235,tensor(3),tensor(2)
2236,tensor(3),tensor(2)
2237,tensor(2),tensor(0)
2238,tensor(2),tensor(0)
2239,tensor(2),tensor(1)
2240,tensor(0),tensor(5)
2241,tensor(0),tensor(0)
2242,tensor(3),tensor(2)
2243,tensor(3),tensor(4)
2244,tensor(3),tensor(0)
2245,tensor(3),tensor(0)
2246,tensor(3),tensor(0)
2247,tensor(1),tensor(0)
2248,tensor(2),tensor(1)
2249,tensor(3),tensor(3)
2250,tensor(2),tensor(4)
2251,tensor(3),tensor(0)
2252,tensor(3),tensor(0)
2253,tensor(3),tensor(1)
2254,tensor(2),tensor(2)
2255,tensor(3),tensor(4)
2256,tensor(3),tensor(2)
2257,tensor(4),tensor(0)
2258,tensor(2),tensor(3)
2259,tensor(5),tensor(1)
2260,tensor(2),tensor(1)
2261,tensor(3),tensor(3)
2262,tensor(3),tensor(0)
2263,tensor(0),tensor(4)
2264,tensor(1),tensor(2)
2265,tensor(3),tensor(0)
2266,tensor(3),tensor(0)
2267,tensor(3),tensor(1)
2268,tensor(4),tensor(0)
2269,tensor(5),tensor(0)
2270,tensor(1),tensor(1)
2271,tensor(3),tensor(2)
2272,tensor(3),tensor(0)
2273,tensor(0),tensor(1)
2274,tensor(5),tensor(1)
2275,tensor(0),tensor(0)
2276,tensor(1),tensor(5)
2277,tensor(4),tensor(0)
2278,tensor(3),tensor(4)
2279,tensor(1),tensor(2)
2280,tensor(2),tensor(2)
2281,tensor(3),tensor(2)
2282,tensor(2),tensor(2)
2283,tensor(0),tensor(0)
2284,tensor(5),tensor(0)
2285,tensor(4),tensor(0)
2286,tensor(3),tensor(0)
2287,tensor(5),tensor(2)
2288,tensor(5),tensor(0)
2289,tensor(3),tensor(4)
2290,tensor(3),tensor(1)
2291,tensor(2),tensor(2)
2292,tensor(3),tensor(0)
2293,tensor(0),tensor(4)
2294,tensor(3),tensor(2)
2295,tensor(5),tensor(2)
2296,tensor(5),tensor(0)
2297,tensor(4),tensor(0)
2298,tensor(0),tensor(0)
2299,tensor(5),tensor(0)
2300,tensor(1),tensor(4)
2301,tensor(5),tensor(2)
2302,tensor(3),tensor(2)
2303,tensor(3),tensor(1)
2304,tensor(2),tensor(1)
2305,tensor(2),tensor(2)
2306,tensor(4),tensor(0)
2307,tensor(3),tensor(2)
2308,tensor(3),tensor(1)
2309,tensor(3),tensor(2)
2310,tensor(3),tensor(3)
2311,tensor(2),tensor(3)
2312,tensor(1),tensor(0)
2313,tensor(3),tensor(2)
2314,tensor(0),tensor(0)
2315,tensor(1),tensor(0)
2316,tensor(4),tensor(0)
2317,tensor(3),tensor(2)
2318,tensor(3),tensor(2)
2319,tensor(3),tensor(0)
2320,tensor(0),tensor(2)
2321,tensor(3),tensor(1)
2322,tensor(1),tensor(0)
2323,tensor(3),tensor(0)
2324,tensor(3),tensor(0)
2325,tensor(2),tensor(3)
2326,tensor(1),tensor(0)
2327,tensor(3),tensor(2)
2328,tensor(3),tensor(0)
2329,tensor(3),tensor(4)
2330,tensor(1),tensor(1)
2331,tensor(3),tensor(0)
2332,tensor(3),tensor(0)
2333,tensor(2),tensor(2)
2334,tensor(2),tensor(4)
2335,tensor(1),tensor(1)
2336,tensor(5),tensor(5)
2337,tensor(3),tensor(2)
2338,tensor(3),tensor(0)
2339,tensor(3),tensor(0)
2340,tensor(3),tensor(4)
2341,tensor(3),tensor(0)
2342,tensor(3),tensor(0)
2343,tensor(3),tensor(1)
2344,tensor(2),tensor(1)
2345,tensor(2),tensor(2)
2346,tensor(3),tensor(1)
2347,tensor(0),tensor(0)
2348,tensor(4),tensor(0)
2349,tensor(0),tensor(2)
2350,tensor(0),tensor(0)
2351,tensor(4),tensor(4)
2352,tensor(2),tensor(3)
2353,tensor(2),tensor(0)
2354,tensor(1),tensor(0)
2355,tensor(3),tensor(2)
2356,tensor(2),tensor(1)
2357,tensor(1),tensor(1)
2358,tensor(0),tensor(0)
2359,tensor(3),tensor(3)
2360,tensor(3),tensor(2)
2361,tensor(5),tensor(0)
2362,tensor(0),tensor(0)
2363,tensor(2),tensor(0)
2364,tensor(1),tensor(1)
2365,tensor(2),tensor(2)
2366,tensor(1),tensor(1)
2367,tensor(1),tensor(1)
2368,tensor(2),tensor(0)
2369,tensor(4),tensor(4)
2370,tensor(4),tensor(0)
2371,tensor(2),tensor(0)
2372,tensor(3),tensor(2)
2373,tensor(0),tensor(1)
2374,tensor(3),tensor(4)
2375,tensor(4),tensor(0)
2376,tensor(5),tensor(1)
2377,tensor(5),tensor(2)
2378,tensor(3),tensor(0)
2379,tensor(3),tensor(2)
2380,tensor(0),tensor(1)
2381,tensor(2),tensor(0)
2382,tensor(1),tensor(0)
2383,tensor(2),tensor(2)
2384,tensor(0),tensor(1)
2385,tensor(3),tensor(2)
2386,tensor(5),tensor(0)
2387,tensor(3),tensor(0)
2388,tensor(1),tensor(0)
2389,tensor(3),tensor(3)
2390,tensor(0),tensor(0)
2391,tensor(3),tensor(4)
2392,tensor(3),tensor(0)
2393,tensor(3),tensor(1)
2394,tensor(2),tensor(0)
2395,tensor(0),tensor(0)
2396,tensor(3),tensor(1)
2397,tensor(0),tensor(0)
2398,tensor(4),tensor(0)
2399,tensor(3),tensor(0)
2400,tensor(4),tensor(0)
2401,tensor(3),tensor(0)
2402,tensor(3),tensor(4)
2403,tensor(1),tensor(5)
2404,tensor(3),tensor(2)
2405,tensor(0),tensor(0)
2406,tensor(0),tensor(5)
2407,tensor(3),tensor(0)
2408,tensor(3),tensor(2)
2409,tensor(5),tensor(2)
2410,tensor(1),tensor(2)
2411,tensor(0),tensor(0)
2412,tensor(1),tensor(1)
2413,tensor(3),tensor(1)
2414,tensor(4),tensor(0)
2415,tensor(3),tensor(0)
2416,tensor(3),tensor(2)
2417,tensor(1),tensor(5)
2418,tensor(1),tensor(2)
2419,tensor(1),tensor(0)
2420,tensor(0),tensor(3)
2421,tensor(3),tensor(4)
2422,tensor(3),tensor(4)
2423,tensor(3),tensor(0)
2424,tensor(5),tensor(0)
2425,tensor(4),tensor(4)
2426,tensor(3),tensor(0)
2427,tensor(1),tensor(2)
2428,tensor(3),tensor(0)
2429,tensor(3),tensor(2)
2430,tensor(1),tensor(5)
2431,tensor(3),tensor(4)
2432,tensor(3),tensor(0)
2433,tensor(2),tensor(0)
2434,tensor(5),tensor(3)
2435,tensor(3),tensor(4)
2436,tensor(5),tensor(2)
2437,tensor(3),tensor(5)
2438,tensor(5),tensor(2)
2439,tensor(2),tensor(0)
2440,tensor(1),tensor(0)
2441,tensor(3),tensor(4)
2442,tensor(3),tensor(2)
2443,tensor(3),tensor(0)
2444,tensor(4),tensor(0)
2445,tensor(2),tensor(0)
2446,tensor(2),tensor(1)
2447,tensor(5),tensor(2)
2448,tensor(3),tensor(0)
2449,tensor(2),tensor(0)
2450,tensor(0),tensor(1)
2451,tensor(1),tensor(2)
2452,tensor(3),tensor(0)
2453,tensor(1),tensor(0)
2454,tensor(3),tensor(4)
2455,tensor(3),tensor(0)
2456,tensor(2),tensor(0)
2457,tensor(2),tensor(0)
2458,tensor(0),tensor(4)
2459,tensor(3),tensor(1)
2460,tensor(0),tensor(0)
2461,tensor(3),tensor(0)
2462,tensor(3),tensor(0)
2463,tensor(1),tensor(1)
2464,tensor(3),tensor(0)
2465,tensor(4),tensor(2)
2466,tensor(3),tensor(0)
2467,tensor(3),tensor(2)
2468,tensor(2),tensor(0)
2469,tensor(5),tensor(4)
2470,tensor(0),tensor(0)
2471,tensor(3),tensor(0)
2472,tensor(5),tensor(0)
2473,tensor(1),tensor(2)
2474,tensor(3),tensor(4)
2475,tensor(4),tensor(2)
2476,tensor(2),tensor(2)
2477,tensor(3),tensor(2)
2478,tensor(1),tensor(0)
2479,tensor(4),tensor(3)
2480,tensor(3),tensor(0)
2481,tensor(4),tensor(2)
2482,tensor(3),tensor(0)
2483,tensor(1),tensor(0)
2484,tensor(4),tensor(3)
2485,tensor(3),tensor(3)
2486,tensor(4),tensor(0)
2487,tensor(5),tensor(1)
2488,tensor(1),tensor(2)
2489,tensor(0),tensor(0)
2490,tensor(3),tensor(3)
2491,tensor(4),tensor(0)
2492,tensor(3),tensor(0)
2493,tensor(1),tensor(0)
2494,tensor(0),tensor(3)
2495,tensor(0),tensor(4)
2496,tensor(3),tensor(2)
2497,tensor(1),tensor(2)
2498,tensor(3),tensor(4)
2499,tensor(4),tensor(1)
2500,tensor(3),tensor(0)
2501,tensor(0),tensor(2)
2502,tensor(3),tensor(4)
2503,tensor(3),tensor(0)
2504,tensor(3),tensor(0)
2505,tensor(1),tensor(1)
2506,tensor(3),tensor(2)
2507,tensor(3),tensor(0)
2508,tensor(0),tensor(2)
2509,tensor(3),tensor(0)
2510,tensor(4),tensor(4)
2511,tensor(4),tensor(0)
2512,tensor(2),tensor(1)
2513,tensor(3),tensor(2)
2514,tensor(1),tensor(1)
2515,tensor(1),tensor(1)
2516,tensor(3),tensor(2)
2517,tensor(4),tensor(0)
2518,tensor(1),tensor(0)
2519,tensor(1),tensor(1)
2520,tensor(3),tensor(1)
2521,tensor(1),tensor(1)
2522,tensor(4),tensor(2)
2523,tensor(1),tensor(3)
2524,tensor(0),tensor(1)
2525,tensor(4),tensor(2)
2526,tensor(1),tensor(0)
2527,tensor(1),tensor(1)
2528,tensor(3),tensor(0)
2529,tensor(3),tensor(2)
2530,tensor(2),tensor(1)
2531,tensor(1),tensor(2)
2532,tensor(0),tensor(0)
2533,tensor(4),tensor(0)
2534,tensor(0),tensor(1)
2535,tensor(1),tensor(2)
2536,tensor(2),tensor(1)
2537,tensor(5),tensor(0)
2538,tensor(3),tensor(2)
2539,tensor(1),tensor(1)
2540,tensor(0),tensor(0)
2541,tensor(4),tensor(0)
2542,tensor(3),tensor(4)
2543,tensor(3),tensor(4)
2544,tensor(4),tensor(2)
2545,tensor(3),tensor(3)
2546,tensor(5),tensor(1)
2547,tensor(3),tensor(0)
2548,tensor(0),tensor(2)
2549,tensor(5),tensor(2)
2550,tensor(0),tensor(0)
2551,tensor(4),tensor(3)
2552,tensor(0),tensor(0)
2553,tensor(1),tensor(1)
2554,tensor(2),tensor(2)
2555,tensor(2),tensor(0)
2556,tensor(1),tensor(0)
2557,tensor(1),tensor(2)
2558,tensor(5),tensor(5)
2559,tensor(3),tensor(1)
2560,tensor(1),tensor(0)
2561,tensor(0),tensor(0)
2562,tensor(3),tensor(3)
2563,tensor(4),tensor(2)
2564,tensor(3),tensor(0)
2565,tensor(1),tensor(0)
2566,tensor(0),tensor(2)
2567,tensor(3),tensor(0)
2568,tensor(0),tensor(2)
2569,tensor(3),tensor(4)
2570,tensor(1),tensor(2)
2571,tensor(3),tensor(2)
2572,tensor(2),tensor(1)
2573,tensor(3),tensor(2)
2574,tensor(2),tensor(4)
2575,tensor(4),tensor(0)
2576,tensor(3),tensor(1)
2577,tensor(5),tensor(0)
2578,tensor(3),tensor(0)
2579,tensor(3),tensor(2)
2580,tensor(3),tensor(2)
2581,tensor(1),tensor(2)
2582,tensor(3),tensor(1)
2583,tensor(3),tensor(0)
2584,tensor(3),tensor(2)
2585,tensor(5),tensor(5)
2586,tensor(4),tensor(5)
2587,tensor(1),tensor(0)
2588,tensor(3),tensor(4)
2589,tensor(1),tensor(0)
2590,tensor(0),tensor(2)
2591,tensor(1),tensor(2)
2592,tensor(5),tensor(0)
2593,tensor(3),tensor(4)
2594,tensor(3),tensor(0)
2595,tensor(0),tensor(0)
2596,tensor(0),tensor(0)
2597,tensor(2),tensor(0)
2598,tensor(1),tensor(1)
2599,tensor(3),tensor(0)
2600,tensor(3),tensor(2)
2601,tensor(0),tensor(0)
2602,tensor(2),tensor(2)
2603,tensor(2),tensor(2)
2604,tensor(3),tensor(2)
2605,tensor(3),tensor(0)
2606,tensor(3),tensor(1)
2607,tensor(2),tensor(1)
2608,tensor(2),tensor(3)
2609,tensor(3),tensor(2)
2610,tensor(0),tensor(0)
2611,tensor(0),tensor(2)
2612,tensor(1),tensor(0)
2613,tensor(0),tensor(0)
2614,tensor(1),tensor(1)
2615,tensor(3),tensor(2)
2616,tensor(1),tensor(0)
2617,tensor(5),tensor(0)
2618,tensor(3),tensor(2)
2619,tensor(2),tensor(0)
2620,tensor(1),tensor(0)
2621,tensor(3),tensor(0)
2622,tensor(4),tensor(0)
2623,tensor(3),tensor(0)
2624,tensor(0),tensor(0)
2625,tensor(3),tensor(0)
2626,tensor(2),tensor(5)
2627,tensor(4),tensor(1)
2628,tensor(3),tensor(1)
2629,tensor(0),tensor(1)
2630,tensor(0),tensor(0)
2631,tensor(5),tensor(2)
2632,tensor(2),tensor(2)
2633,tensor(2),tensor(1)
2634,tensor(2),tensor(5)
2635,tensor(2),tensor(0)
2636,tensor(0),tensor(2)
2637,tensor(3),tensor(0)
2638,tensor(3),tensor(2)
2639,tensor(2),tensor(1)
2640,tensor(3),tensor(2)
2641,tensor(3),tensor(0)
2642,tensor(0),tensor(0)
2643,tensor(2),tensor(0)
2644,tensor(3),tensor(0)
2645,tensor(3),tensor(3)
2646,tensor(1),tensor(0)
2647,tensor(5),tensor(0)
2648,tensor(1),tensor(0)
2649,tensor(3),tensor(2)
2650,tensor(3),tensor(0)
2651,tensor(1),tensor(0)
2652,tensor(4),tensor(1)
2653,tensor(3),tensor(0)
2654,tensor(3),tensor(2)
2655,tensor(3),tensor(0)
2656,tensor(0),tensor(4)
2657,tensor(5),tensor(0)
2658,tensor(2),tensor(2)
2659,tensor(3),tensor(4)
2660,tensor(0),tensor(0)
2661,tensor(2),tensor(2)
2662,tensor(2),tensor(2)
2663,tensor(1),tensor(1)
2664,tensor(3),tensor(0)
2665,tensor(2),tensor(0)
2666,tensor(5),tensor(0)
2667,tensor(2),tensor(0)
2668,tensor(2),tensor(0)
2669,tensor(4),tensor(2)
2670,tensor(5),tensor(4)
2671,tensor(0),tensor(2)
2672,tensor(0),tensor(0)
2673,tensor(5),tensor(2)
2674,tensor(5),tensor(2)
2675,tensor(3),tensor(0)
2676,tensor(4),tensor(0)
2677,tensor(4),tensor(4)
2678,tensor(3),tensor(2)
2679,tensor(0),tensor(0)
2680,tensor(0),tensor(0)
2681,tensor(2),tensor(0)
2682,tensor(0),tensor(2)
2683,tensor(3),tensor(2)
2684,tensor(2),tensor(0)
2685,tensor(0),tensor(0)
2686,tensor(4),tensor(0)
2687,tensor(1),tensor(1)
2688,tensor(0),tensor(0)
2689,tensor(3),tensor(2)
2690,tensor(2),tensor(0)
2691,tensor(0),tensor(0)
2692,tensor(1),tensor(0)
2693,tensor(3),tensor(4)
2694,tensor(2),tensor(2)
2695,tensor(2),tensor(1)
2696,tensor(3),tensor(2)
2697,tensor(5),tensor(1)
2698,tensor(4),tensor(2)
2699,tensor(5),tensor(2)
2700,tensor(3),tensor(0)
2701,tensor(3),tensor(4)
2702,tensor(4),tensor(0)
2703,tensor(5),tensor(2)
2704,tensor(3),tensor(2)
2705,tensor(3),tensor(2)
2706,tensor(3),tensor(4)
2707,tensor(3),tensor(2)
2708,tensor(1),tensor(0)
2709,tensor(1),tensor(0)
2710,tensor(2),tensor(0)
2711,tensor(0),tensor(3)
2712,tensor(2),tensor(0)
2713,tensor(4),tensor(0)
2714,tensor(2),tensor(2)
2715,tensor(2),tensor(1)
2716,tensor(3),tensor(0)
2717,tensor(2),tensor(1)
2718,tensor(0),tensor(1)
2719,tensor(3),tensor(2)
2720,tensor(3),tensor(0)
2721,tensor(4),tensor(2)
2722,tensor(2),tensor(1)
2723,tensor(0),tensor(0)
2724,tensor(0),tensor(0)
2725,tensor(2),tensor(2)
2726,tensor(4),tensor(0)
2727,tensor(1),tensor(0)
2728,tensor(4),tensor(1)
2729,tensor(2),tensor(4)
2730,tensor(2),tensor(1)
2731,tensor(3),tensor(1)
2732,tensor(4),tensor(0)
2733,tensor(3),tensor(0)
2734,tensor(0),tensor(0)
2735,tensor(3),tensor(3)
2736,tensor(1),tensor(2)
2737,tensor(5),tensor(0)
2738,tensor(3),tensor(2)
2739,tensor(3),tensor(2)
2740,tensor(3),tensor(4)
2741,tensor(3),tensor(0)
2742,tensor(0),tensor(0)
2743,tensor(4),tensor(2)
2744,tensor(3),tensor(0)
2745,tensor(1),tensor(1)
2746,tensor(3),tensor(4)
2747,tensor(1),tensor(5)
2748,tensor(2),tensor(2)
2749,tensor(0),tensor(0)
2750,tensor(0),tensor(4)
2751,tensor(0),tensor(0)
2752,tensor(1),tensor(0)
2753,tensor(3),tensor(2)
2754,tensor(0),tensor(2)
2755,tensor(2),tensor(4)
2756,tensor(5),tensor(2)
2757,tensor(5),tensor(0)
2758,tensor(1),tensor(1)
2759,tensor(0),tensor(0)
2760,tensor(3),tensor(0)
2761,tensor(3),tensor(2)
2762,tensor(1),tensor(1)
2763,tensor(2),tensor(0)
2764,tensor(1),tensor(0)
2765,tensor(3),tensor(2)
2766,tensor(3),tensor(0)
2767,tensor(2),tensor(0)
2768,tensor(4),tensor(0)
2769,tensor(5),tensor(4)
2770,tensor(2),tensor(0)
2771,tensor(0),tensor(2)
2772,tensor(2),tensor(4)
2773,tensor(2),tensor(2)
2774,tensor(3),tensor(2)
2775,tensor(3),tensor(4)
2776,tensor(4),tensor(2)
2777,tensor(4),tensor(1)
2778,tensor(1),tensor(2)
2779,tensor(3),tensor(2)
2780,tensor(3),tensor(2)
2781,tensor(4),tensor(4)
2782,tensor(2),tensor(0)
2783,tensor(3),tensor(0)
2784,tensor(1),tensor(1)
2785,tensor(1),tensor(2)
2786,tensor(1),tensor(0)
2787,tensor(3),tensor(1)
2788,tensor(3),tensor(0)
2789,tensor(0),tensor(0)
2790,tensor(5),tensor(0)
2791,tensor(0),tensor(0)
2792,tensor(2),tensor(2)
